ride_id,customer_id,driver_id,start_location,end_location,city,country,ride_date,ride_time,ride_duration_minutes,fare_amount,ride_distance_miles,payment_method,voucher,rating,ride_hour,gender,created_at,rating_int,cluster
801.0,8034,244.0,161 Ridgeview Pass,76335 Farragut Parkway,Baki,Indonesia,2024-05-17,21:40,89.0,96.58,13.9,cash,no_voucher,3.0,,Male,07/10/2024,3,1
1803.0,4327,667.0,032 Northport Circle,9548 Mosinee Point,Orléans,France,2024-01-06,05:26,26.0,34.91,4.7,cash,no_voucher,5.0,,Female,6/21/2024,5,6
5181.0,7761,961.0,4 Mandrake Terrace,7824 Hovde Alley,Lushuihe,China,2024-06-30,13:52,54.0,67.26,3.4,cash,no_voucher,4.0,,Male,03/01/2024,4,2
4529.0,9247,138.0,607 Toban Junction,8 Esch Street,Tanakawu Dua,Indonesia,2024-11-19,06:11,41.0,73.64,5.8,credit card,ABC123,4.0,,Male,7/16/2024,4,2
2797.0,2447,505.0,350 Gulseth Pass,44 Merchant Trail,Hudson Bay,Canada,2024-08-09,13:59,87.0,90.2,15.1,cash,no_voucher,5.0,,Female,2/22/2024,5,5
4996.0,5365,311.0,1 Claremont Street,357 Aberg Hill,Batobato,Philippines,2024-04-17,22:25,40.0,97.75,11.3,mobile wallet,789VWX,5.0,,Polygender,05/09/2024,5,5
434.0,3961,136.0,8461 Bashford Point,11 Milwaukee Road,Novoukrainskiy,Russia,2024-12-19,04:45,21.0,58.98,16.0,credit card,STU456,5.0,,Male,05/09/2024,5,0
8308.0,8868,522.0,45 Esker Street,734 Morning Alley,Bielawa,Poland,2024-01-11,13:17,41.0,15.62,11.4,credit card,no_voucher,1.0,,Agender,4/24/2024,1,3
6139.0,8879,590.0,7486 Pond Lane,3463 Oriole Hill,Guayabal,Colombia,2024-05-01,01:27,43.0,79.44,7.9,cash,no_voucher,4.0,,Female,5/28/2024,4,2
9082.0,6041,766.0,1736 Nancy Way,5102 Manley Circle,Maanas,Philippines,2024-08-13,03:41,80.0,47.08,1.4,credit card,no_voucher,3.0,,Male,06/12/2024,3,3
2235.0,1763,452.0,719 Thierer Avenue,29199 Eggendart Pass,Longbo,China,2024-04-22,16:08,75.0,61.69,8.6,cash,no_voucher,3.0,,Female,11/05/2024,3,1
3452.0,2348,428.0,8899 Talmadge Hill,5 Arkansas Point,Boulaide,Luxembourg,2024-05-18,16:15,83.0,50.01,6.5,mobile wallet,no_voucher,4.0,,Male,10/18/2024,4,7
2733.0,4708,307.0,01 Reinke Alley,28 Vera Place,Dem’yanovo,Russia,2024-05-31,01:21,44.0,79.46,5.2,cash,no_voucher,5.0,,Male,10/18/2024,5,2
8839.0,8628,797.0,19 Pankratz Lane,2556 Caliangt Drive,Fengcheng,China,2024-02-12,10:25,75.0,18.57,15.1,credit card,STU456,3.0,,Female,11/24/2024,3,4
1314.0,9994,599.0,0 Monument Center,303 David Trail,Karabas,Kazakhstan,2024-09-08,14:19,92.0,6.79,1.1,mobile wallet,no_voucher,4.0,,Male,11/29/2024,4,6
8045.0,10748,442.0,94 Tennessee Place,0868 Nelson Junction,Yeroẖam,Israel,2024-03-11,09:01,49.0,46.6,15.9,cash,no_voucher,5.0,,Male,03/04/2024,5,0
2058.0,780,598.0,7 Lerdahl Point,9 Sunbrook Way,Naurskaya,Russia,2025-01-04,13:13,57.0,35.4,2.2,cash,no_voucher,3.0,,Male,01/12/2024,3,3
2872.0,8163,224.0,23 Arrowood Street,36466 Del Mar Avenue,Solina,Bosnia and Herzegovina,2024-12-24,04:06,24.0,60.11,13.7,cash,456JKL,4.0,,Genderfluid,01/06/2025,4,0
4018.0,10363,17.0,61330 Truax Place,8 Vermont Court,Sasayama,Japan,2024-06-24,14:26,88.0,15.74,8.4,mobile wallet,no_voucher,4.0,,Female,9/29/2024,4,4
2055.0,486,255.0,54 Kinsman Court,121 Maywood Lane,Qianshan,China,2024-05-16,19:19,32.0,30.8,18.9,mobile wallet,MNO789,3.0,,Male,5/24/2024,3,0
8296.0,8995,808.0,95727 Petterle Point,195 Gerald Trail,Oberá,Argentina,2024-11-29,09:50,44.0,98.43,10.5,credit card,no_voucher,2.0,,Male,04/11/2024,2,1
9359.0,6016,938.0,462 Namekagon Pass,6038 Prairieview Trail,Ninh Hòa,Vietnam,2024-07-06,20:58,27.0,96.16,18.8,mobile wallet,no_voucher,5.0,,Female,5/16/2024,5,5
659.0,1710,76.0,44 Buena Vista Park,8585 Prairie Rose Street,Mbandjok,Cameroon,2025-01-06,21:00,114.0,96.76,3.2,credit card,ABC123,5.0,,Female,12/28/2024,5,7
3952.0,9138,969.0,68842 Pankratz Way,18898 Delladonna Center,Looc,Philippines,2024-04-09,02:08,63.0,67.17,5.6,cash,no_voucher,3.0,,Male,10/01/2024,3,3
4235.0,915,287.0,54344 Lotheville Road,5005 Southridge Court,São João de Meriti,Brazil,2024-03-14,13:21,108.0,74.81,19.6,cash,no_voucher,4.0,,Male,10/06/2024,4,5
371.0,10270,917.0,3 Namekagon Pass,1242 Loomis Terrace,Shipaidong,China,2024-02-03,12:20,115.0,46.83,10.1,credit card,no_voucher,4.0,,Male,09/11/2024,4,4
4769.0,5352,896.0,7598 Old Gate Place,80 Lerdahl Park,Binonga,Philippines,2024-07-26,02:30,105.0,13.51,11.1,mobile wallet,no_voucher,5.0,,Polygender,7/19/2024,5,4
1272.0,198,309.0,47 Hintze Drive,12 8th Avenue,Mozirje,Slovenia,2024-08-16,12:23,46.0,47.1,18.6,cash,789VWX,3.0,,Male,08/10/2024,3,1
3643.0,4908,587.0,4 Twin Pines Court,0 Blackbird Terrace,Tisul’,Russia,2024-03-07,00:55,6.0,7.73,18.9,cash,MNO789,3.0,,Male,1/15/2024,3,0
8818.0,7918,509.0,8748 Mariners Cove Junction,677 Roth Way,Lat Lum Kaeo,Thailand,2024-11-03,20:26,37.0,50.13,12.5,mobile wallet,789VWX,5.0,,Male,04/03/2024,5,0
2029.0,8580,71.0,0991 Northview Junction,513 Hayes Avenue,Funaishikawa,Japan,2024-09-29,14:35,48.0,7.73,15.0,credit card,no_voucher,3.0,,Female,09/02/2024,3,0
8445.0,526,764.0,39 Knutson Plaza,128 Golf Course Plaza,Dolgoderevenskoye,Russia,2024-09-07,04:46,46.0,14.52,4.7,cash,no_voucher,4.0,,Female,9/14/2024,4,6
6406.0,7539,513.0,5 Erie Trail,304 Sachs Parkway,Sungai Nyamuk,Indonesia,2024-09-20,15:31,33.0,17.43,5.9,mobile wallet,YZA123,2.0,,Female,12/28/2024,2,3
3532.0,2367,940.0,9381 Menomonie Junction,54 Coleman Way,Guacara,Venezuela,2024-01-02,10:44,13.0,80.33,11.7,credit card,no_voucher,4.0,,Female,7/28/2024,4,2
7193.0,10944,423.0,0 Sherman Point,5314 Mcguire Road,Marly-le-Roi,France,2024-02-13,13:23,46.0,71.18,11.5,credit card,no_voucher,5.0,,Male,4/28/2024,5,5
2243.0,5114,588.0,68 Petterle Street,40 Warrior Road,Karlobag,Croatia,2024-07-02,23:38,83.0,33.92,9.7,mobile wallet,XYZ456,2.0,,Male,11/18/2024,2,3
5721.0,6658,915.0,53 Barby Alley,24 Chinook Junction,Seattle,United States,2024-11-02,07:37,115.0,73.26,11.7,credit card,PQR123,5.0,,Female,07/10/2024,5,7
886.0,5497,396.0,3 Pond Crossing,0889 Riverside Street,Gubeikou,China,2024-04-12,10:45,101.0,23.5,10.8,credit card,no_voucher,4.0,,Male,9/16/2024,4,4
4741.0,491,452.0,94 Bartelt Trail,12584 Rieder Parkway,Mamali,Philippines,2024-11-06,03:15,93.0,21.26,5.9,cash,no_voucher,4.0,,Female,2/17/2024,4,6
6403.0,933,688.0,834 Mifflin Street,283 3rd Drive,Sufang,China,2024-04-14,11:08,62.0,56.92,10.6,mobile wallet,no_voucher,4.0,,Female,5/27/2024,4,5
319.0,6383,585.0,096 Moland Point,0960 Continental Road,Ningdun,China,2024-11-07,20:00,94.0,81.57,12.2,credit card,XYZ456,2.0,,Female,07/10/2024,2,1
1295.0,1016,442.0,33 Stang Alley,0421 Lunder Crossing,Dougou,China,2024-03-15,16:20,56.0,70.79,3.8,cash,no_voucher,3.0,,Female,08/11/2024,3,3
1223.0,9525,65.0,85223 Rockefeller Junction,431 Thackeray Alley,Atawutung,Indonesia,2024-05-05,10:52,52.0,12.26,2.9,cash,no_voucher,1.0,,Male,7/24/2024,1,3
6710.0,7868,318.0,2 Karstens Road,06 Waubesa Place,Torre,Portugal,2024-04-27,02:04,89.0,69.34,10.8,cash,789GHI,5.0,,Male,2/29/2024,5,5
3751.0,666,745.0,06 Debra Pass,746 Sunfield Place,Ouro Preto,Brazil,2024-01-20,07:06,91.0,42.78,3.5,cash,789VWX,2.0,,Genderfluid,10/12/2024,2,3
2559.0,3190,290.0,21185 Fairfield Crossing,91 Kingsford Terrace,Labuan,Philippines,2024-06-09,20:42,34.0,39.08,9.5,mobile wallet,no_voucher,4.0,,Female,03/07/2024,4,0
248.0,7074,763.0,3 High Crossing Trail,99946 Londonderry Road,Purranque,Chile,2024-05-23,18:49,28.0,76.44,9.8,credit card,ABC123,5.0,,Female,08/05/2024,5,2
4101.0,1329,29.0,7388 4th Alley,99471 Donald Center,Pará de Minas,Brazil,2024-01-29,05:48,18.0,30.36,9.2,cash,no_voucher,4.0,,Female,4/27/2024,4,0
3639.0,9998,561.0,120 Sachtjen Place,3106 Arrowood Terrace,Kinalaglagan,Philippines,2024-06-10,12:08,91.0,83.81,9.3,mobile wallet,no_voucher,4.0,,Genderqueer,03/03/2024,4,7
227.0,9585,886.0,623 Oak Alley,5 Glacier Hill Point,Xinglongchang,China,2024-03-26,16:52,62.0,12.86,9.8,credit card,PQR123,4.0,,Male,8/14/2024,4,6
1740.0,7833,724.0,51160 Packers Pass,2 Division Place,Cullhuas,Peru,2024-03-15,09:25,30.0,70.89,10.2,credit card,STU456,4.0,,Female,12/09/2024,4,2
4600.0,2789,478.0,13047 Summer Ridge Point,77 Heffernan Lane,Atlanta,United States,2024-09-11,01:04,95.0,62.12,6.8,credit card,XYZ456,4.0,,Female,6/13/2024,4,7
4300.0,9336,259.0,1755 Holy Cross Hill,389 West Hill,Łyse,Poland,2024-10-19,05:39,54.0,59.1,8.9,credit card,no_voucher,4.0,,Male,11/17/2024,4,2
8094.0,10239,465.0,2683 Golf Court,600 Bultman Road,Wola Jachowa,Poland,2024-01-21,10:10,61.0,56.25,0.7,mobile wallet,PQR123,4.0,,Male,11/19/2024,4,6
7289.0,9525,496.0,793 Valley Edge Crossing,6055 Riverside Plaza,Kolodenka,Ukraine,2024-02-25,05:04,74.0,32.92,18.7,credit card,no_voucher,4.0,,Male,7/24/2024,4,4
7585.0,5349,470.0,0354 Donald Hill,4 Helena Plaza,Chenqiao,China,2024-02-21,08:17,57.0,19.27,7.4,credit card,no_voucher,4.0,,Male,4/24/2024,4,6
4918.0,10768,126.0,9666 Merrick Terrace,05931 Everett Terrace,Qiqin,China,2024-09-08,22:54,69.0,9.6,18.7,credit card,no_voucher,3.0,,Female,05/06/2024,3,4
2042.0,5275,224.0,353 Service Junction,24643 Manufacturers Road,Dalai,China,2024-12-16,15:22,78.0,41.4,19.9,credit card,no_voucher,4.0,,Female,7/21/2024,4,4
9434.0,7250,211.0,2216 Milwaukee Court,0290 Hanson Plaza,Vila Verde,Portugal,2024-01-25,21:05,104.0,71.49,5.0,credit card,456JKL,3.0,,Male,02/05/2024,3,7
2683.0,6059,500.0,78 Everett Junction,22 Laurel Parkway,Agnibilékrou,Ivory Coast,2024-06-19,11:40,31.0,66.32,3.2,credit card,no_voucher,4.0,,Male,10/05/2024,4,2
1465.0,1642,125.0,9 Lukken Alley,79968 High Crossing Circle,Charlottenberg,Sweden,2024-09-30,17:38,26.0,44.44,8.2,mobile wallet,no_voucher,2.0,,Male,10/31/2024,2,3
21.0,1674,697.0,230 Ryan Center,98281 Bayside Alley,Cruz das Almas,Brazil,2024-12-05,11:49,32.0,42.21,0.6,cash,no_voucher,3.0,,Female,04/10/2024,3,3
2246.0,2739,87.0,82 Mitchell Avenue,54 Memorial Pass,Camgyai,China,2024-08-24,19:25,9.0,59.86,17.9,credit card,STU456,2.0,,Male,8/29/2024,2,1
288.0,3507,902.0,60179 Commercial Avenue,00512 Lunder Pass,Hoit Taria,China,2024-08-21,19:06,44.0,12.12,4.1,credit card,no_voucher,3.0,,Male,10/02/2024,3,3
7066.0,10541,113.0,200 Main Park,78274 Fallview Place,Solčava,Slovenia,2024-05-25,20:12,96.0,44.82,5.8,mobile wallet,no_voucher,5.0,,Female,5/24/2024,5,6
4370.0,640,697.0,098 Bartillon Point,4785 Summerview Terrace,Casa Branca,Brazil,2024-07-11,06:53,110.0,39.27,6.9,credit card,no_voucher,5.0,,Female,09/06/2024,5,7
37.0,1280,648.0,83902 Buhler Drive,57 Mcbride Center,Shangyong,China,2024-06-28,00:27,50.0,71.9,17.7,mobile wallet,123DEF,5.0,,Male,4/26/2024,5,5
4998.0,9082,354.0,9 Stoughton Drive,1540 Fisk Plaza,Mburukullu,Indonesia,2024-09-05,13:56,97.0,54.91,1.5,mobile wallet,no_voucher,5.0,,Female,11/30/2024,5,7
2925.0,9748,637.0,108 Oriole Crossing,59392 Hansons Place,Arras,Albania,2024-07-02,12:33,111.0,42.56,16.0,mobile wallet,no_voucher,3.0,,Male,12/31/2024,3,4
7944.0,1995,342.0,62 Fulton Crossing,068 Scofield Place,João Pessoa,Brazil,2024-10-22,05:33,16.0,83.62,14.1,cash,XYZ456,3.0,,Female,7/16/2024,3,1
2491.0,7829,531.0,655 Division Drive,1 Norway Maple Junction,Selaparang Timur,Indonesia,2024-11-29,06:29,23.0,96.17,3.1,mobile wallet,no_voucher,4.0,,Female,5/24/2024,4,2
989.0,8678,161.0,6 Lawn Plaza,04 Grayhawk Pass,Smithers,Canada,2024-07-14,10:03,95.0,87.21,14.6,cash,no_voucher,4.0,,Male,12/08/2024,4,5
2732.0,1348,594.0,430 Florence Park,7 South Junction,Panikian,Philippines,2024-08-13,17:25,113.0,12.97,15.0,cash,no_voucher,4.0,,Non-binary,08/03/2024,4,4
6536.0,6835,261.0,44720 Lotheville Drive,8 Vermont Parkway,Kelo,Chad,2025-01-03,10:36,76.0,7.19,19.2,mobile wallet,no_voucher,5.0,,Female,6/19/2024,5,4
9788.0,4061,57.0,7 Luster Way,6 Jackson Center,Munka-Ljungby,Sweden,2024-12-05,22:12,74.0,77.54,6.7,cash,no_voucher,4.0,,Male,6/23/2024,4,7
5860.0,7274,847.0,23 Sycamore Pass,4350 Merrick Street,Hengpi,China,2024-12-15,20:25,76.0,85.67,4.8,cash,no_voucher,4.0,,Female,8/29/2024,4,7
521.0,7597,47.0,3 Loftsgordon Hill,7 Dapin Plaza,Sumurgung,Indonesia,2024-06-19,03:38,58.0,56.63,12.0,cash,no_voucher,4.0,,Male,4/15/2024,4,5
5585.0,6232,457.0,4 Declaration Terrace,53947 Paget Place,Rāipur,Bangladesh,2024-05-21,06:13,39.0,91.86,11.9,cash,123DEF,4.0,,Male,7/27/2024,4,2
3145.0,6912,285.0,89 Gale Trail,3256 Prentice Terrace,Gjoçaj,Albania,2024-03-04,07:56,53.0,64.66,20.0,mobile wallet,no_voucher,4.0,,Male,2/24/2024,4,5
6871.0,5253,561.0,8 Carberry Parkway,69901 Burrows Hill,Hirakata,Japan,2024-12-31,17:24,11.0,94.95,9.2,credit card,no_voucher,5.0,,Male,9/16/2024,5,2
6442.0,9085,414.0,8 Utah Place,2191 Arkansas Point,San Rafael,United States,2024-11-12,03:09,48.0,44.87,13.1,credit card,no_voucher,3.0,,Male,08/11/2024,3,1
5671.0,8291,718.0,472 Mcguire Plaza,989 Autumn Leaf Drive,Kodamachō-kodamaminami,Japan,2024-03-02,08:54,54.0,16.45,4.4,mobile wallet,no_voucher,5.0,,Male,06/02/2024,5,6
2749.0,5701,691.0,62 Crest Line Trail,0660 Drewry Avenue,Uwelini,Tanzania,2024-03-08,04:30,84.0,21.6,14.2,cash,no_voucher,3.0,,Genderqueer,4/13/2024,3,4
8559.0,9600,452.0,591 Karstens Street,19 Oneill Trail,Wushi,China,2024-10-04,11:04,96.0,40.76,15.2,cash,no_voucher,4.0,,Male,12/04/2024,4,4
4098.0,4501,921.0,9 Florence Road,2 Forest Run Drive,Forssa,Finland,2024-07-17,02:51,117.0,69.49,14.2,mobile wallet,no_voucher,4.0,,Genderqueer,10/15/2024,4,4
2568.0,6041,788.0,8330 Milwaukee Terrace,893 Sherman Terrace,Rudnichnyy,Russia,2024-12-01,19:39,62.0,63.78,11.3,credit card,no_voucher,3.0,,Male,06/12/2024,3,1
3946.0,2270,709.0,94162 Fairview Place,20906 Lawn Street,Sumberkemuning,Indonesia,2024-06-15,17:40,111.0,15.18,11.0,mobile wallet,no_voucher,5.0,,Male,7/14/2024,5,4
3517.0,10007,191.0,6 Sage Way,0399 Mallard Way,Karangtawar,Indonesia,2024-09-09,09:40,68.0,65.76,16.3,mobile wallet,no_voucher,5.0,,Male,01/07/2025,5,5
5232.0,8814,549.0,18 Johnson Terrace,9 Morningstar Terrace,West Palm Beach,United States,2025-01-09,10:52,103.0,91.59,13.4,mobile wallet,no_voucher,4.0,,Male,5/13/2024,4,5
5242.0,8584,516.0,7 Lukken Center,5646 Eagan Avenue,Las Lomas,Panama,2024-05-02,03:36,63.0,39.2,0.6,cash,no_voucher,5.0,,Female,02/09/2024,5,6
1293.0,9536,918.0,55899 Ohio Way,20 Mcbride Alley,Arujá,Brazil,2024-05-12,23:19,37.0,46.15,15.5,mobile wallet,no_voucher,4.0,,Genderqueer,7/17/2024,4,0
179.0,4188,911.0,07262 Grasskamp Crossing,2066 Kennedy Court,Kotabaru,Indonesia,2024-02-18,05:46,93.0,23.42,19.2,cash,123DEF,5.0,,Female,5/29/2024,5,4
8688.0,728,46.0,94 Corben Park,22051 Ruskin Way,Baras,Philippines,2024-07-10,05:15,45.0,8.49,1.3,cash,MNO789,2.0,,Male,07/07/2024,2,3
8126.0,7528,600.0,595 Blackbird Park,7 Corben Point,Kalimeneng,Indonesia,2024-09-28,07:32,33.0,39.48,2.3,credit card,789VWX,4.0,,Female,05/05/2024,4,6
1797.0,3722,301.0,65782 Melrose Road,642 Dennis Park,Savonranta,Finland,2024-02-14,22:23,23.0,70.12,10.3,mobile wallet,no_voucher,5.0,,Female,4/24/2024,5,2
7346.0,6079,142.0,6 Kings Pass,8 Valley Edge Center,Boñgalon,Philippines,2024-12-15,03:29,39.0,84.57,11.2,credit card,XYZ456,5.0,,Female,9/13/2024,5,2
9229.0,7373,369.0,15532 Myrtle Pass,2 Rieder Center,Zahedan,Iran,2024-12-06,20:59,20.0,94.12,2.6,credit card,no_voucher,3.0,,Agender,4/30/2024,3,2
6260.0,5888,336.0,27 Lerdahl Pass,3 Emmet Hill,Dungarvan,Ireland,2024-10-11,22:23,79.0,90.86,1.3,credit card,123DEF,3.0,,Female,6/13/2024,3,7
2615.0,5251,107.0,686 Lindbergh Trail,22 Meadow Vale Lane,Metlika,Slovenia,2024-11-28,22:48,112.0,89.92,10.2,credit card,no_voucher,5.0,,Male,10/30/2024,5,7
4942.0,3446,974.0,34 Canary Alley,0866 Blackbird Junction,Junqueiro,Portugal,2024-10-23,06:23,39.0,88.62,3.7,credit card,no_voucher,3.0,,Male,4/27/2024,3,2
4028.0,2002,164.0,8131 Morningstar Hill,86 Anderson Park,São Domingos de Rana,Portugal,2024-02-15,13:09,107.0,54.86,18.5,mobile wallet,789GHI,5.0,,Female,8/28/2024,5,4
802.0,7024,845.0,4 Hayes Junction,46642 Morrow Court,Panambi,Brazil,2024-06-12,05:34,66.0,67.19,5.7,mobile wallet,no_voucher,4.0,,Female,4/25/2024,4,7
7648.0,6032,638.0,1 Crowley Pass,89931 Commercial Trail,Narew,Poland,2024-07-21,21:34,64.0,54.13,18.2,credit card,no_voucher,5.0,,Male,07/01/2024,5,5
7646.0,10449,695.0,922 Lawn Drive,75882 Pepper Wood Way,Sil-li,North Korea,2024-12-22,00:37,83.0,5.68,18.1,cash,no_voucher,5.0,,Female,04/02/2024,5,4
4427.0,2491,99.0,3 Steensland Plaza,64206 Hoepker Crossing,Banjar Danginsema,Indonesia,2024-03-21,07:41,55.0,44.55,18.0,credit card,STU456,4.0,,Female,08/11/2024,4,0
424.0,8095,59.0,143 Corry Place,88600 Barnett Park,Baixi,China,2024-09-24,21:18,33.0,41.97,4.8,credit card,no_voucher,5.0,,Female,6/17/2024,5,6
7655.0,1799,201.0,4 Dovetail Terrace,343 Mosinee Point,Caloue,Indonesia,2024-11-06,06:39,65.0,41.87,13.2,cash,no_voucher,5.0,,Female,12/05/2024,5,0
3419.0,6423,903.0,49904 John Wall Junction,3 Chinook Point,Dong’ao,China,2024-09-08,12:15,36.0,93.54,18.7,cash,789GHI,4.0,,Agender,01/05/2025,4,5
3766.0,1119,997.0,302 Victoria Road,08 Tony Junction,Ujiie,Japan,2024-05-23,19:19,43.0,8.92,2.3,cash,PQR123,5.0,,Female,9/17/2024,5,6
9731.0,646,997.0,398 School Place,9617 Sugar Lane,Cipatat,Indonesia,2024-04-04,14:02,113.0,83.91,1.8,mobile wallet,no_voucher,2.0,,Female,9/25/2024,2,7
291.0,8986,47.0,5195 Annamark Way,06 Kinsman Center,Foča,Bosnia and Herzegovina,2024-08-03,22:04,31.0,12.79,14.3,mobile wallet,456JKL,5.0,,Male,2/18/2024,5,0
7765.0,9174,621.0,94 Clyde Gallagher Crossing,0805 Carberry Plaza,Montasik,Indonesia,2024-05-19,12:49,89.0,20.73,0.8,credit card,no_voucher,3.0,,Genderqueer,10/14/2024,3,3
540.0,2351,75.0,05340 David Lane,33 Dwight Plaza,Masma,Peru,2024-02-25,20:52,116.0,26.41,19.2,cash,no_voucher,3.0,,Male,6/26/2024,3,4
7801.0,3439,442.0,3 Luster Hill,5044 Sachs Alley,‘Ayn al ‘Arab,Syria,2024-01-29,04:35,89.0,67.08,15.0,credit card,no_voucher,3.0,,Female,2/15/2024,3,1
7176.0,5859,791.0,871 Melody Circle,9889 Hoard Junction,Sâmraông,Cambodia,2024-03-08,13:14,20.0,69.52,2.0,cash,no_voucher,5.0,,Male,11/21/2024,5,2
512.0,6697,182.0,754 Chive Point,556 Warner Parkway,Jīsh,Israel,2024-10-30,17:20,15.0,54.5,9.3,credit card,789VWX,3.0,,Female,9/19/2024,3,2
8003.0,4166,398.0,376 Lotheville Place,6301 Tennyson Trail,Marevo,Russia,2024-06-09,08:08,69.0,37.3,1.9,cash,no_voucher,4.0,,Male,9/18/2024,4,6
557.0,4158,479.0,5 Petterle Center,5 Moland Place,Haarlem,Netherlands,2024-12-09,16:15,89.0,12.53,12.3,credit card,PQR123,5.0,,Female,04/12/2024,5,4
7599.0,8296,886.0,91 Mandrake Parkway,2247 Roxbury Point,Skövde,Sweden,2024-11-30,07:16,82.0,28.67,17.3,mobile wallet,no_voucher,5.0,,Female,09/05/2024,5,4
152.0,3948,16.0,573 Redwing Park,352 Cascade Street,Valerianovsk,Russia,2024-12-20,19:30,8.0,93.03,5.6,credit card,no_voucher,5.0,,Male,3/29/2024,5,2
9382.0,10607,48.0,7 Thierer Parkway,3496 Amoth Road,Tagbacan Ibaba,Philippines,2024-10-24,05:42,71.0,44.67,10.5,credit card,no_voucher,3.0,,Male,1/15/2024,3,3
6170.0,8252,506.0,5369 Macpherson Center,076 Katie Avenue,Ngadri,Indonesia,2024-08-10,23:16,81.0,73.68,18.5,cash,no_voucher,4.0,,Female,08/12/2024,4,5
7713.0,887,285.0,651 Vernon Junction,67054 Nobel Hill,Lungmar,China,2024-08-27,05:03,93.0,34.81,1.2,cash,no_voucher,4.0,,Female,05/05/2024,4,6
2890.0,2078,679.0,099 Elgar Alley,94645 Prairieview Drive,Burunday,Kazakhstan,2024-02-01,03:33,30.0,66.49,9.8,cash,no_voucher,3.0,,Male,03/09/2024,3,1
7698.0,10887,967.0,61 Old Shore Drive,03 Hansons Crossing,Uppsala,Sweden,2024-05-03,01:56,15.0,58.2,6.1,credit card,no_voucher,5.0,,Genderqueer,8/16/2024,5,2
9680.0,2499,133.0,10116 Graceland Avenue,78187 Mitchell Circle,Seria,Brunei,2024-07-31,15:21,51.0,73.94,13.7,cash,no_voucher,3.0,,Female,5/22/2024,3,1
7452.0,375,42.0,5 Valley Edge Way,73367 Montana Terrace,Ben Arous,Tunisia,2024-02-15,09:28,98.0,10.35,14.2,mobile wallet,no_voucher,2.0,,Male,11/03/2024,2,3
903.0,9434,63.0,508 Clemons Plaza,5 Heath Avenue,Неготино,Macedonia,2024-08-13,21:36,84.0,16.31,11.3,credit card,no_voucher,4.0,,Genderfluid,09/05/2024,4,4
9727.0,8878,886.0,9344 Laurel Drive,1597 Esker Circle,Iporã,Brazil,2024-11-25,12:31,90.0,36.17,19.5,cash,no_voucher,5.0,,Male,7/25/2024,5,4
6451.0,5977,982.0,65 Grim Center,36 Harper Place,Nunchía,Colombia,2024-12-29,09:24,97.0,96.04,7.6,mobile wallet,ABC123,4.0,,Female,01/04/2025,4,7
4572.0,439,150.0,80882 Welch Center,3002 Fulton Terrace,Kosong,South Korea,2024-03-08,01:18,48.0,60.27,11.1,mobile wallet,no_voucher,4.0,,Female,6/19/2024,4,2
8397.0,2960,473.0,9797 Ludington Drive,9 Dryden Road,La Paz,Argentina,2024-12-08,08:00,110.0,79.83,19.0,credit card,no_voucher,5.0,,Female,03/01/2024,5,5
111.0,2544,47.0,348 Farmco Road,69 Steensland Avenue,Kushima,Japan,2024-02-27,23:44,35.0,19.67,14.7,mobile wallet,no_voucher,4.0,,Male,11/13/2024,4,0
7085.0,10853,638.0,680 Anthes Hill,70 Forest Run Lane,Skärhamn,Sweden,2025-01-01,17:51,72.0,91.32,18.7,mobile wallet,no_voucher,4.0,,Male,8/29/2024,4,5
8595.0,1857,278.0,7228 Rieder Alley,1 Merry Road,Sankui,China,2024-03-21,08:54,104.0,90.28,8.1,mobile wallet,YZA123,3.0,,Female,05/05/2024,3,7
3372.0,5837,757.0,67365 American Ash Junction,48447 Grim Point,Gongnong,China,2024-08-18,06:36,95.0,82.48,18.3,mobile wallet,no_voucher,5.0,,Male,6/25/2024,5,5
7340.0,2773,405.0,3 Victoria Parkway,9 Gerald Circle,Cametá,Brazil,2024-01-21,23:30,6.0,26.38,16.2,cash,no_voucher,4.0,,Male,2/22/2024,4,0
5267.0,2280,579.0,998 Becker Parkway,6929 Delaware Court,Beaconsfield,Canada,2024-01-04,01:48,64.0,84.43,3.7,credit card,no_voucher,4.0,,Female,1/18/2024,4,7
3591.0,2645,438.0,99184 Farwell Trail,57 Graceland Terrace,Yiyang,China,2024-07-31,14:17,69.0,61.12,18.1,cash,ABC123,3.0,,Agender,2/13/2024,3,1
2783.0,7209,431.0,53340 Londonderry Terrace,3530 Hallows Terrace,Mastung,Pakistan,2024-02-17,09:35,32.0,34.63,6.2,mobile wallet,no_voucher,4.0,,Female,11/11/2024,4,6
4135.0,1621,11.0,39478 Tomscot Court,738 Mandrake Center,Marčelji,Croatia,2024-02-09,07:59,80.0,59.19,1.0,credit card,no_voucher,2.0,,Polygender,5/23/2024,2,3
540.0,2294,352.0,38 Montana Avenue,6 Lillian Drive,Dongfeng,China,2024-09-10,16:59,38.0,20.62,10.8,mobile wallet,123DEF,3.0,,Female,3/31/2024,3,3
6792.0,4840,615.0,5 Badeau Drive,4 Burrows Plaza,Žďár nad Sázavou Druhy,Czech Republic,2024-05-17,11:37,68.0,29.75,18.8,credit card,no_voucher,5.0,,Male,3/25/2024,5,4
4311.0,1415,959.0,441 Golf Parkway,2635 Waywood Alley,Kurovskoye,Russia,2024-05-09,14:45,74.0,34.09,18.3,credit card,XYZ456,3.0,,Male,2/23/2024,3,4
